,Expt,ClogP,Polarizability,Name,smiles
91,-4.37,3.9,114.561,"1,2,3,4-tetrahydronapthalene",c1ccc2c(c1)CCCC2
92,-2.64,2.82,60.89100000000001,cyclopentane,C1CCCC1
93,-3.1,3.39,73.375,cyclohexane,C1CCCCC1
94,-3.52,3.95,85.859,cycloheptane,C1CCCCCC1
95,-4.15,4.51,98.343,cyclooctane,C1CCCCCCC1
96,-3.27,3.49,85.20299999999997,1-methylcyclohexene,CC1=CCCCC1
97,-2.59,2.89,72.719,cyclohexene,C1=CCCCC1
98,-3.18,3.46,85.20299999999997,cycloheptene,C1=CCCCCC1
99,-2.1,2.33,60.235,cyclopentene,C1=CCCC1
100,-1.97,2.3,72.063,"1,4-cyclohexadiene",C1=CCC=CC1
101,-2.15,2.49,83.891,cycloheptatriene,C1=CC=CCC=C1
102,-2.15,2.49,83.891,cycloheptatriene,C1=CC=CCC=C1
103,-6.08,5.44,123.311,pentylcyclopentane,CCCCCC1CCCC1
104,-4.74,4.38,98.343,n-Propylcyclopentane,CCCC1CCCC1
105,-3.3,3.31,73.375,methylcyclopentane,CC1CCCC1
106,-4.25,4.41,98.343,ethylcyclohexane,CCC1CCCCC1
107,-3.85,3.88,85.859,methylcyclohexane,CC1CCCCC1
108,-4.47,4.37,98.343,"1,4-dimethylcyclohexane",CC1CCC(C)CC1
109,-4.0,4.45,121.999,d-limonene,C=C(C)C1CC=C(C)CC1
110,-5.19,4.93,116.529,decalin,C1CCC2CCCCC2C1
111,-4.27,4.37,98.343,"trans-1,2-dimethylcyclohexane",CC1CCCCC1C
112,-1.64,2.22,71.407,benzene,c1ccccc1
113,-3.96,4.27,130.779,acenaphthylene,C1=Cc2cccc3cccc1c23
114,-4.15,4.44,133.827,t-pentylbenzene,CC(C)(C)Cc1ccccc1
115,-4.36,4.11,92.641,"2,2-dimethylpentane",CCCC(C)(C)C
116,-5.05,4.99,117.609,"2,2,5-trimethylhexane",CC(C)CCC(C)(C)C
117,-4.23,4.11,92.641,"3,3-dimethylpentane",CCC(C)(C)CC
118,-4.15,4.44,133.827,t-amylbenzene,CCC(C)(C)c1ccccc1
119,-3.55,3.58,80.157,"2,2-dimethylbutane",CCC(C)(C)C
120,-4.74,4.46,105.125,"2,2,4-trimethylpentane",CC(C)CC(C)(C)C
121,-3.66,3.91,121.343,t-butylbenzene,CC(C)(C)c1ccccc1
122,-4.36,3.93,92.641,"2,2,3-trimethylbutane",CC(C)C(C)(C)C
123,-4.17,4.21,150.045,diphenylmethane,c1ccc(Cc2ccccc2)cc1
124,-0.4,1.32,29.565,ethylene,C=C
125,-4.62,4.7,162.529,bibenzyl,c1ccc(CCc2ccccc2)cc1
126,-3.37,3.74,108.859,n-propylbenzene,CCCc1ccccc1
127,-3.03,3.45,79.501,2-methyl-1-Pentene,C=C(C)CCC
128,-1.64,2.06,63.00899999999999,1-pentyne,C#CCCC
129,-4.64,4.8,133.827,n-pentylbenzene,CCCCCc1ccccc1
130,-3.01,3.12,87.977,1-heptyne,C#CCCCCC
131,-4.24,4.19,112.945,1-nonyne,C#CCCCCCCC
134,-8.4,9.26,204.997,hexadecane,CCCCCCCCCCCCCCCC
135,-7.96,8.19,180.02900000000002,tetradecane,CCCCCCCCCCCCCC
136,-5.88,5.54,117.609,nonane,CCCCCCCCC
137,-5.51,5.56,129.437,1-decene,C=CCCCCCCCC
138,-5.24,5.01,105.125,n-octane,CCCCCCCC
139,-5.05,5.03,116.953,1-nonene,C=CCCCCCCC
140,-5.21,5.34,146.311,n-hexylbenzene,CCCCCCc1ccccc1
141,-3.66,3.65,100.461,1-octyne,C#CCCCCCC
142,-4.53,4.47,92.641,n-heptane,CCCCCCC
143,-4.44,4.5,104.469,1-octene,C=CCCCCCC
144,-3.84,3.94,80.157,n-hexane,CCCCCC
145,-3.73,3.96,91.985,1-heptene,C=CCCCCC
146,-4.06,4.27,121.343,n-butylbenzene,CCCCc1ccccc1
147,-2.36,2.59,75.493,1-hexyne,C#CCCCC
148,-3.18,3.41,67.673,n-pentane,CCCCC
149,-3.23,3.43,79.501,1-hexene,C=CCCCC
150,-3.82,3.96,91.985,trans-2-heptene,CC=CCCCC
151,-3.82,3.96,91.985,trans-2-heptene,CC=CCCCC
152,-2.57,2.88,55.18899999999999,butane,CCCC
153,-2.68,2.9,67.017,1-pentene,C=CCCC
154,-2.68,2.8,78.845,"1,5-hexadiene",C=CCCC=C
155,-4.17,4.44,138.217,1-ethylnaphthalene,CCc1cccc2ccccc12
156,-3.28,4.2,121.343,"1,2-diethylbenzene",CCc1ccccc1CC
157,-3.21,3.67,108.859,1-ethyl-2-methylbenzene,CCc1ccccc1C
158,-6.89,5.67,180.05900000000003,2-ethylanthracene,CCc1ccc2cc3ccccc3cc2c1
159,-4.29,4.44,138.217,2-ethylnaphthalene,CCc1ccc2ccccc2c1
160,-3.75,4.2,121.343,"1,4-diethylbenzene",CCc1ccc(CC)cc1
161,-3.11,3.67,108.859,1-ethyl-4-methylbenzene,CCc1ccc(C)cc1
162,-2.77,3.21,96.375,ethylbenzene,CCc1ccccc1
163,-1.99,2.52,75.493,3-hexyne,CCC#CCC
164,-1.24,1.53,50.525,1-butyne,C#CCC
165,-2.73,2.92,67.017,2-methyl-1-butene,C=C(C)CC
166,-1.94,2.35,42.705,propane,CCC
167,-1.94,2.37,54.533,1-butene,C=CCC
168,-2.54,2.89,67.017,trans-2-pentene,CC=CCC
169,-2.54,2.89,67.017,trans-2-pentene,CC=CCC
170,-2.09,2.39,66.361,"1,4-pentadiene",C=CCC=C
172,-6.57,6.37,209.417,6-methylchrysene,Cc1cc2c3ccccc3ccc2c2ccccc12
174,-6.59,6.37,209.417,5-methylchrysene,Cc1cc2ccccc2c2ccc3ccccc3c12
175,-5.85,5.14,167.575,1-methylphenanthrene,Cc1cccc2c1ccc1ccccc12
176,-6.57,5.6,180.05900000000003,"9,10-dimethylanthracene",Cc1c2ccccc2c(C)c2ccccc12
177,-4.92,4.83,150.701,"1,4,5-trimethylnaphthalene",Cc1ccc(C)c2c(C)cccc12
178,-4.14,4.37,138.217,"1,4-dimethylnaphthalene",Cc1ccc(C)c2ccccc12
179,-4.74,4.37,138.217,"1,5-dimethylnaphthalene",Cc1cccc2c(C)cccc12
180,-5.89,5.14,167.575,9-methylanthracene,Cc1c2ccccc2cc2ccccc12
181,-4.29,4.37,138.217,"1,3-dimethylnaphthalene",Cc1cc(C)c2ccccc2c1
182,-3.7,3.91,125.733,1-methylnaphthalene,Cc1cccc2ccccc12
183,-5.23,4.98,146.311,hexamethylbenzene,Cc1c(C)c(C)c(C)c(C)c1C
184,-4.0,4.52,133.827,pentamethylbenzene,Cc1cc(C)c(C)c(C)c1C
185,-4.72,4.37,138.217,"2,3-dimethylnaphthalene",Cc1cc2ccccc2cc1C
186,-4.59,4.06,121.343,"1,2,4,5-tetramethylbenzene",Cc1cc(C)c(C)cc1C
187,-3.31,3.6,108.859,"1,2,4-trimethylbenzene",Cc1ccc(C)c(C)c1
188,-3.2,3.6,108.859,"1,2,3-trimethylbenzene",Cc1cccc(C)c1C
189,-2.8,3.14,96.375,o-xylene,Cc1ccccc1C
190,-5.84,5.14,167.575,2-methylphenanthrene,Cc1ccc2c(ccc3ccccc32)c1
191,-6.96,5.14,167.575,2-methylanthracene,Cc1ccc2cc3ccccc3cc2c1
192,-4.89,4.37,138.217,"2,6-dimethylnaphthalene",Cc1ccc2cc(C)ccc2c1
193,-3.77,3.91,125.733,2-methylnaphthalene,Cc1ccc2ccccc2c1
194,-3.4,3.6,108.859,"1,3,5-trimethylbenzene",Cc1cc(C)cc(C)c1
195,-2.82,3.14,96.375,m-xylene,Cc1cccc(C)c1
196,-4.62,4.44,150.045,4-methylbiphenyl,Cc1ccc(-c2ccccc2)cc1
197,-2.77,3.14,96.375,p-xylene,Cc1ccc(C)cc1
198,-2.21,2.68,83.891,toluene,Cc1ccccc1
199,-0.41,1.0,38.041,propyne,C#CC
200,-2.4,2.97,78.845,"2,3-dimethyl-1,3-butadiene",C=C(C)C(=C)C
201,-2.33,2.39,54.533,2-methylpropene,C=C(C)C
202,-2.03,2.41,66.361,"2-methyl-1,3-butadiene",C=CC(=C)C
203,-2.56,2.91,67.017,2-methy-2-Butene,CC=C(C)C
204,-1.36,1.82,30.221,ethane,CC
205,-1.08,1.84,42.049,propylene,C=CC
206,-0.9,1.09,17.737000000000005,methane,C
207,0.29,0.37,25.557,ethyne,C#C
208,-4.12,4.09,121.343,isobutylbenzene,CC(C)Cc1ccccc1
209,-5.08,4.82,105.125,2-methylheptane,CCCCCC(C)C
210,-5.16,4.82,105.125,3-methylheptane,CCCCC(C)CC
211,-3.74,3.76,80.157,2-methylpentane,CCCC(C)C
212,-3.68,3.76,80.157,3-methylpentane,CCC(C)CC
213,-3.89,4.09,121.343,2-butylbenzene,CCC(C)c1ccccc1
214,-3.18,3.23,67.673,2-methylbutane,CCC(C)C
215,-1.87,1.86,53.877,"1,3-butadiene",C=CC=C
216,-3.24,3.25,79.501,4-methyl-1-pentene,C=CCC(C)C
217,-4.26,4.11,92.641,"2,4-dimethylpentane",CC(C)CC(C)C
218,-3.76,4.02,121.343,2-isopropyltoluene,Cc1ccccc1C(C)C
219,-3.77,4.02,121.343,p-isopropyltoluene,Cc1ccc(C(C)C)cc1
220,-3.27,3.56,108.859,isopropylbenzene,CC(C)c1ccccc1
221,-2.55,2.7,55.18899999999999,2-methylpropane,CC(C)C
222,-2.73,2.72,67.017,3-methyl-1-Butene,C=CC(C)C
223,-4.28,4.11,92.641,"2,3-dimethylpentane",CCC(C)C(C)C
224,-3.65,3.58,80.157,"2,3-dimethylbutane",CC(C)C(C)C
225,-4.8,4.45,105.125,"2,3,4-trimethylpentane",CC(C)C(C)C(C)C
231,-3.93,4.04,126.415,1-chloronaphthalene,Clc1cccc2ccccc12
232,-2.61,2.01,152.81799999999996,benazolin,O=C(O)Cn1c(=O)sc2cccc(Cl)c21
241,-4.98,3.58,139.159,"4,5,7-trichloro-2,1,3-benzothiadiazole",Clc1cc(Cl)c2nsnc2c1Cl
255,-3.1,4.17,128.378,"2,3,4,6-Tetrachlorophenol",Oc1c(Cl)cc(Cl)c(Cl)c1Cl
256,-1.7,2.75,131.909,dicamba,COc1c(Cl)ccc(Cl)c1C(=O)O
264,-5.65,4.6,137.237,pentachlorobenzene,Clc1cc(Cl)c(Cl)c(Cl)c1Cl
265,-3.15,4.39,128.378,"2,3,4,5-tetrachlorophenol",Oc1cc(Cl)c(Cl)c(Cl)c1Cl
269,-2.34,3.58,115.212,"2,4,6-trichlorophenol",Oc1c(Cl)cc(Cl)cc1Cl
276,-4.57,4.18,124.071,"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl
277,-2.67,3.66,115.212,"2,3,4-trichlorophenol",Oc1ccc(Cl)c(Cl)c1Cl
281,-5.21,4.94,163.893,"2,6-PCB",Clc1cccc(Cl)c1-c1ccccc1
282,-2.1,2.24,114.53,"2,6-dichlorobenzyl alcohol",OCc1c(Cl)cccc1Cl
283,-4.24,2.79,110.835,"2,6-dichlorobenzonitrile",N#Cc1c(Cl)cccc1Cl
284,-1.79,2.61,102.046,"2,6-dichlorophenol",Oc1c(Cl)cccc1Cl
292,-3.37,4.06,128.378,"2,3,5,6-tetrachlorophenol",Oc1c(Cl)c(Cl)cc(Cl)c1Cl
297,-5.56,4.23,124.071,"1,2,4,5-tetrachlorobenzene",Clc1cc(Cl)c(Cl)cc1Cl
301,-2.21,3.71,115.212,"2,4,5-trichlorophenol",Oc1cc(Cl)c(Cl)cc1Cl
306,-2.53,3.25,118.837,"4,5-dichloroquiaiacol",COc1cc(Cl)c(Cl)cc1O
310,-2.8,3.35,113.848,"phenol,4-chloro-3,5-dimethyl-",Cc1cc(O)cc(C)c1Cl
311,-4.63,4.31,124.071,"1,2,3,5-tetrachlorobenzene",Clc1cc(Cl)c(Cl)c(Cl)c1
312,-3.26,2.54,137.328,chloramben methyl ester,COC(=O)c1cc(Cl)cc(N)c1Cl
313,-2.47,2.52,124.844,chloramben,Nc1cc(Cl)cc(C(=O)O)c1Cl
314,-2.67,3.69,115.212,"2,3,5-trichlorophenol",Oc1cc(Cl)cc(Cl)c1Cl
321,-1.57,2.89,101.364,3-methyl-4-chlorophenol,Cc1cc(O)ccc1Cl
326,-3.08,3.1,140.768,chlorfenac,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl
327,-2.64,3.33,115.212,"2,3,6-Trichlorophenol",Oc1c(Cl)ccc(Cl)c1Cl
332,-6.39,4.99,163.893,"3,4-PCB",Clc1ccc(-c2ccccc2)cc1Cl
336,-5.25,5.04,163.893,"2,4-PCB",Clc1ccc(-c2ccccc2)c(Cl)c1
338,-3.59,3.82,110.905,"1,2,4-trichlorobenzene",Clc1ccc(Cl)c(Cl)c1
340,-3.67,3.51,156.877,"2,4-DB",O=C(O)CCCOc1ccc(Cl)cc1Cl
341,-2.51,2.58,131.909,"2,4-D",O=C(O)COc1ccc(Cl)cc1Cl
342,-2.45,2.93,144.393,dichlorprop,CC(Oc1ccc(Cl)cc1Cl)C(=O)O
343,-1.55,2.99,102.046,"2,4-dichlorophenol",Oc1ccc(Cl)cc1Cl
345,-3.24,2.51,107.465,"3,4-dichloroaniline",Nc1ccc(Cl)c(Cl)c1
346,-3.0,3.18,145.505,propanil,CCC(=O)Nc1ccc(Cl)c(Cl)c1
348,-3.46,2.46,154.549,chlorotoluron,Cc1ccc(NC(=O)N(C)C)cc1Cl
349,-3.8,2.78,155.231,diuron,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
351,-2.56,1.8,158.856,metoxuron,COc1ccc(NC(=O)N(C)C)cc1Cl
352,-3.52,3.2,159.53799999999995,iinuron,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1
353,-1.25,3.22,102.046,"3,4-dichlorophenol",Oc1ccc(Cl)c(Cl)c1
358,-4.0,3.77,110.905,"1,2,3-trichlorobenzene",Clc1cccc(Cl)c1Cl
359,-1.3,2.83,102.046,"2,3-dichlorophenol",Oc1cccc(Cl)c1Cl
360,-5.27,4.93,163.893,"2,2´-PCB",Clc1ccccc1-c1ccccc1Cl
361,-5.28,5.02,163.893,"2,4´-PCB",Clc1ccc(-c2ccccc2Cl)cc1
362,-4.54,4.45,150.727,2-chlorobiphenyl,Clc1ccccc1-c1ccccc1
366,-2.34,2.17,167.31599999999997,clomazone,CC1(C)CON(Cc2ccccc2Cl)C1=O
367,-3.52,3.27,97.057,o-chlorotoluene,Cc1ccccc1Cl
368,-3.05,3.28,97.739,"1,2-dichlorobenzene",Clc1ccccc1Cl
370,-1.89,2.04,101.952,o-chlorobenzoic acid,O=C(O)c1ccccc1Cl
371,-1.52,1.91,94.299,2-chloroaniline,Nc1ccccc1Cl
372,-1.4,1.28,119.855,2-chloroacetanilide,CC(=O)Nc1ccccc1Cl
373,-2.16,1.89,118.743,2-chlorophenoxyacetic acid,O=C(O)COc1ccccc1Cl
374,-2.46,2.68,101.364,2-chloroanisole,COc1ccccc1Cl
375,-2.22,2.23,131.227,2-(2-chlorophenoxy)propanoic acid,CC(Oc1ccccc1Cl)C(=O)O
376,-1.06,2.04,88.88,2-chlorophenol,Oc1ccccc1Cl
379,-4.14,4.04,126.415,2-chloronaphthalene,Clc1ccc2ccccc2c1
384,-2.83,2.19,104.896,chlorzoxazone,O=c1[nH]c2cc(Cl)ccc2o1
390,-2.86,3.01,150.24200000000005,chlordimenform,Cc1cc(Cl)ccc1N=CN(C)C
391,-2.86,3.01,150.24200000000005,chlordimenform,Cc1cc(Cl)ccc1N=CN(C)C
392,-2.23,2.49,131.227,(4-Chloro-2-methylphenoxy)acetic acid,Cc1cc(Cl)ccc1OCC(=O)O
394,-2.55,2.83,143.711,mecoprop,Cc1cc(Cl)ccc1OC(C)C(=O)O
396,-4.48,4.04,110.905,"1,3,5-trichlorobenzene",Clc1cc(Cl)cc(Cl)c1
400,-1.34,3.33,102.046,"3,5-dichlorophenol",Oc1cc(Cl)cc(Cl)c1
401,-5.8,5.11,163.893,"3,3´-PCB",Clc1cccc(-c2cccc(Cl)c2)c1
402,-4.88,4.54,150.727,3-chlorobiphenyl,Clc1cccc(-c2ccccc2)c1
403,-3.04,3.42,97.739,"1,3-dichlorobenzene",Clc1cccc(Cl)c1
405,-2.59,2.9,101.952,m-chlorobenzoic acid,O=C(O)c1cccc(Cl)c1
406,-1.37,1.81,94.299,3-chloroaniline,Nc1cccc(Cl)c1
407,-2.62,3.17,156.95,chlorbufam,C#CC(C)OC(=O)Nc1cccc(Cl)c1
408,-3.38,3.49,149.13,chloropham,CC(C)OC(=O)Nc1cccc(Cl)c1
409,-2.78,2.96,101.364,3-chloroanisole,COc1cccc(Cl)c1
410,-2.22,2.52,131.227,DL-2-(2-Chlorophenoxy)propionic acid,CC(Oc1cccc(Cl)c1)C(=O)O
411,-0.7,2.4,88.88,3-chlorophenol,Oc1cccc(Cl)c1
412,-6.56,5.12,163.893,"4,4´-PCB",Clc1ccc(-c2ccc(Cl)cc2)cc1
413,-5.2,4.55,150.727,4-chlorobiphenyl,Clc1ccc(-c2ccccc2)cc1
417,-3.08,3.27,97.057,p-chlorotoluene,Cc1ccc(Cl)cc1
419,-3.27,3.34,97.739,"1,4-dichlorobenzene",Clc1ccc(Cl)cc1
422,-3.31,2.65,101.952,p-chlorobenzoic acid,O=C(O)c1ccc(Cl)cc1
424,-1.66,1.76,94.299,4-chloroaniline,Nc1ccc(Cl)cc1
425,-2.84,2.05,119.855,4-chloroacetanilide,CC(=O)Nc1ccc(Cl)cc1
426,-2.89,1.89,142.065,monuron,CN(C)C(=O)Nc1ccc(Cl)cc1
427,-3.9,2.61,174.85299999999995,buturon,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1
428,-2.57,2.3,146.372,monolinuron,CON(C)C(=O)Nc1ccc(Cl)cc1
430,-2.29,2.03,118.743,4-chlorophenoxyacetic acid,O=C(O)COc1ccc(Cl)cc1
431,-2.78,2.82,101.364,4-chloroanisole,COc1ccc(Cl)cc1
433,-0.7,2.43,88.88,4-chlorophenol,Oc1ccc(Cl)cc1
436,-2.38,2.81,84.573,chlorobenzene,Clc1ccccc1
439,-2.08,-0.3,150.935,tranid,CNC(=O)ON=C1C(Cl)C2CC(C#N)C1C2
442,-0.87,-0.97,103.131,6-chloro-pteridine,Clc1cnc2ncncc2n1
443,-0.87,-0.71,103.131,7-chloro-pteridine,Clc1cnc2cncnc2n1
444,-2.75,2.94,132.189,picloram,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl
449,-4.06,3.34,161.466,trietazine,CCNc1nc(Cl)nc(N(CC)CC)n1
450,-3.15,2.19,162.078,cyanazine,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1
451,-4.55,2.28,136.498,simazine,CCNc1nc(Cl)nc(NCC)n1
452,-3.85,2.63,148.982,atrazine,CCNc1nc(Cl)nc(NC(C)C)n1
453,-3.79,3.69,173.95,Ipazine,CCN(CC)c1nc(Cl)nc(NC(C)C)n1
454,-4.43,2.98,161.466,propazine,CC(C)Nc1nc(Cl)nc(NC(C)C)n1
460,-2.87,0.73,153.118,pyrazon,Nc1cnn(-c2ccccc2)c(=O)c1Cl
461,-2.48,1.76,143.965,terbacil,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl
464,-4.23,3.29,119.707,pentachlorobutadiene,ClC(Cl)=CC(Cl)=C(Cl)Cl
465,-2.54,2.95,82.229,tetrachloroethylene,ClC(Cl)=C(Cl)Cl
466,-3.39,4.19,168.37400000000005,2-chloroallyl diethyldithiocarbamate,C=C(Cl)CSC(=S)N(CC)CC
467,-2.51,2.73,80.839,2-chloro-2-methylbutane,CCC(C)(C)Cl
468,-1.64,1.77,55.897,"1,1-dichloroethylene",C=C(Cl)Cl
471,-2.69,2.46,94.005,"2,3-dichloro-2-methylbutane",CC(Cl)C(C)(C)Cl
472,-1.96,2.26,69.063,trichloroethylene,ClC=C(Cl)Cl
474,-3.76,2.52,130.734,nitrapyrin,Clc1cccc(C(Cl)(Cl)Cl)n1
475,-3.67,4.47,109.217,hexachloroethane,ClC(Cl)(Cl)C(Cl)(Cl)Cl
476,-2.18,2.48,82.885,"1,1,1,2-tetrachloroethane",ClCC(Cl)(Cl)Cl
477,-2.0,2.1,69.719,"1,1,1-trichloroethane",CC(Cl)(Cl)Cl
481,-2.6,3.2,96.051,pentachloroethane,ClC(Cl)C(Cl)(Cl)Cl
485,-2.31,2.86,70.40100000000002,tetrachloromethane,ClC(Cl)(Cl)Cl
486,-2.17,2.54,70.331,trichloroacetonitrile,N#CC(Cl)(Cl)Cl
489,-2.39,2.49,97.057,alfa-chlorotoluene,ClCc1ccccc1
491,-3.99,4.16,105.807,1-chloroheptane,CCCCCCCCl
492,-3.12,3.63,93.323,1-chlorohexane,CCCCCCCl
493,-2.73,3.09,80.839,1-chloropentane,CCCCCCl
494,-2.03,2.56,68.355,1-chlorobutane,CCCCCl
495,-1.62,2.0,69.03699999999999,"1,3-dichloropropane",ClCCCCl
496,-1.47,2.03,55.871,1-chloropropane,CCCCl
497,-1.06,1.41,56.553,"1,2-dichloroethane",ClCCCl
498,-0.29,0.18,56.483,3-chloropropionitrile,N#CCCCl
499,-1.12,1.19,85.82799999999997,bis-(2-chloroethyl) ether,ClCCOCCCl
500,-1.16,-0.0826,101.554,bis-(2-chloroethyl)-sulfoxide,O=S(CCCl)CCCl
501,-1.5,0.21,105.861,1-chloro-2-(2-chloroethylsulfonyl)ethane,O=S(=O)(CCCl)CCCl
502,-1.06,1.5,43.387,chloroethane,CCCl
503,-1.36,1.65,55.215,3-chloropropylene,C=CCCl
504,-2.0,2.38,68.355,1-chloro-2-methylpropane,CC(C)CCl
505,-0.11,0.66,73.344,"1,3-dichloro-2-propanol",OC(CCl)CCl
507,-0.63,1.19,44.069,dichloromethane,ClCCl
508,-0.09,0.14,43.999,chloroacetonitrile,N#CCCl
512,-2.48,2.28,157.30700000000004,propachlor,CC(C)N(C(=O)CCl)c1ccccc1
513,-0.02,-0.85,53.701,chloroacetamide,NC(=O)CCl
514,0.93,-0.0471,48.282,chloroacetic acid,O=C(O)CCl
515,-1.5,-0.11,93.377,bis-(2.chloroethyl)-sulfone,O=S(=O)(CCl)CCCl
516,-1.75,1.44,42.731,chloroethylene,C=CCl
517,-3.77,2.88,152.57,chlorfenprop-methyl,COC(=O)C(Cl)Cc1ccc(Cl)cc1
518,-2.63,2.91,80.839,2-chloropentane,CCCC(C)Cl
519,-2.63,2.91,80.839,3-chloropentane,CCC(Cl)CC
520,-1.96,2.38,68.355,2-chlorobutane,CCC(C)Cl
521,-1.92,1.96,82.20299999999997,"1,2,3-trichloropropane",ClCC(Cl)CCl
